Date,Total P&L
2021-10-25,-2287.5
2021-10-26,290.00000000005457
2021-10-27,0.0
2021-10-28,5280.000000000018
2021-10-29,-5552.500000000055
2021-11-01,-5309.999999999945
2021-11-02,350.0
2021-11-03,904.9999999999272
2021-11-08,-5047.500000000036
2021-11-09,0.0
2021-11-10,-984.9999999999454
2021-11-11,-1372.4999999999454
2021-11-12,810.0000000000364
2021-11-15,-382.4999999999818
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,1602.4999999999636
2021-11-22,3730.000000000018
2021-11-23,2127.4999999999636
2021-11-24,1042.5000000000182
2021-11-25,697.4999999999454
2021-11-26,4905.000000000018
2021-11-29,-5297.500000000036
2021-11-30,-5350.0
2021-12-01,-2647.4999999999454
2021-12-02,2300.0
2021-12-03,4369.999999999982
2021-12-06,4050.0
2021-12-07,712.5
2021-12-08,-17.50000000001819
2021-12-09,-2175.0
2021-12-10,0.0
2021-12-13,3162.5
2021-12-14,-1255.0000000000182
2021-12-15,339.9999999999636
2021-12-16,-575.0
2021-12-17,3217.500000000018
2021-12-21,-1714.9999999999636
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,-475.0
2021-12-27,2834.9999999999454
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-03,1792.5000000000182
2022-01-04,459.99999999994543
2022-01-05,72.49999999994543
2022-01-06,-1694.9999999999818
2022-01-07,-2677.4999999999636
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,34.99999999994543
2022-01-17,0.0
2022-01-18,2422.5000000000364
2022-01-19,-267.5000000000182
2022-01-20,665.0000000000546
2022-01-21,-5160.000000000036
2022-01-24,7537.5
2022-01-25,6672.499999999945
2022-01-27,-5154.999999999927
2022-01-28,-5270.000000000073
2022-01-31,0.0
2022-02-01,-6075.0
2022-02-02,0.0
2022-02-03,3172.5000000000364
2022-02-04,0.0
2022-02-07,4655.000000000018
2022-02-08,-2050.0
2022-02-09,0.0
2022-02-10,-5095.000000000073
2022-02-11,-1294.9999999999818
2022-02-14,2287.5
2022-02-15,-5235.000000000036
2022-02-16,569.9999999999818
2022-02-17,37.5
2022-02-18,-1965.0000000000546
2022-02-21,-5314.999999999964
2022-02-22,850.0
2022-02-23,994.9999999999818
2022-02-24,8635.000000000036
2022-02-25,89.99999999996362
2022-02-28,5639.999999999964
2022-03-02,-3340.0000000000546
2022-03-03,3647.4999999999454
2022-03-04,-5500.0
2022-03-07,-2847.499999999991
2022-03-08,-5207.499999999982
2022-03-09,3977.500000000009
2022-03-10,-1015.0000000000546
2022-03-11,112.5
2022-03-14,1682.4999999999818
2022-03-15,4119.999999999982
2022-03-16,0.0
2022-03-17,-110.00000000003638
2022-03-21,2262.5
2022-03-22,3052.4999999999636
2022-03-23,2235.0000000000364
2022-03-24,-887.5
2022-03-25,-1267.4999999999272
2022-03-28,-4872.500000000036
2022-03-29,0.0
2022-03-30,-490.00000000005457
2022-03-31,-762.5
2022-04-01,3520.0000000000728
2022-04-04,3319.999999999982
2022-04-05,-150.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,-280.0000000000182
2022-04-11,0.0
2022-04-12,-1807.4999999999818
2022-04-13,907.4999999999818
2022-04-18,-2405.000000000018
2022-04-19,7102.500000000055
2022-04-20,1125.0
2022-04-21,1007.4999999999818
2022-04-22,0.0
2022-04-25,-1987.5
2022-04-26,-239.99999999996362
2022-04-27,-1605.0000000000182
2022-04-28,-155.0000000000182
2022-04-29,2834.9999999999454
2022-05-02,-512.5
2022-05-04,7439.999999999964
2022-05-05,-5269.999999999982
2022-05-06,0.0
2022-05-09,-972.4999999999909
2022-05-10,227.5000000000091
2022-05-11,250.0
2022-05-12,1162.5
2022-05-13,-5005.000000000018
2022-05-16,-1157.5000000000273
2022-05-17,5614.999999999964
2022-05-18,-350.0
2022-05-19,664.9999999999636
2022-05-20,2642.4999999999727
2022-05-23,667.5000000000182
2022-05-24,342.5000000000182
2022-05-25,1877.4999999999636
2022-05-26,-5137.5
2022-05-27,0.0
2022-05-30,445.00000000007276
2022-05-31,-3215.0000000000546
2022-06-01,-430.0000000000182
2022-06-02,1477.5000000000546
2022-06-03,2517.500000000018
2022-06-06,-2672.5000000000364
2022-06-07,0.0
2022-06-08,-967.5000000000182
