Date,Entry Time,Entry Price,Exit Time Long,Exit Time Short,Exit Price Long,Exit Price Short,P&L Long,P&L Short,Total P&L
2018-08-27,09:16:00,11634.2,15:25:00,15:25:00,11697.5,11697.5,1582.4999999999818,-1582.4999999999818,0.0
2018-08-28,09:16:00,11747.7,15:25:00,15:25:00,11741.8,11741.8,-147.50000000003638,147.50000000003638,0.0
2018-08-29,09:16:00,11721.7,15:25:00,15:25:00,11688.9,11688.9,-820.0000000000273,820.0000000000273,0.0
2018-08-30,09:16:00,11693.8,15:25:00,15:25:00,11687.0,11687.0,-169.9999999999818,169.9999999999818,0.0
2018-08-31,09:16:00,11666.2,15:25:00,15:25:00,11681.5,11681.5,382.4999999999818,-382.4999999999818,0.0
2018-09-03,09:16:00,11701.8,15:00:00,15:25:00,11598.5,11571.3,-2582.499999999982,3262.5,680.0000000000182
2018-09-04,09:16:00,11584.8,15:25:00,15:25:00,11519.2,11519.2,-1639.9999999999636,1639.9999999999636,0.0
2018-09-05,09:16:00,11521.9,12:53:00,15:25:00,11415.5,11486.7,-2659.999999999991,879.9999999999727,-1780.0000000000182
2018-09-06,09:16:00,11494.8,15:25:00,15:25:00,11524.3,11524.3,737.5,-737.5,0.0
2018-09-07,09:16:00,11489.7,15:25:00,14:47:00,11583.8,11592.0,2352.4999999999636,-2557.499999999982,-205.0000000000182
2018-09-10,09:16:00,11568.2,12:15:00,15:25:00,11461.5,11432.3,-2667.500000000018,3397.5000000000364,730.0000000000182
2018-09-11,09:16:00,11470.8,14:01:00,15:25:00,11368.7,11289.2,-2552.4999999999636,4539.999999999964,1987.5
2018-09-12,09:16:00,11302.4,15:25:00,15:25:00,11375.0,11375.0,1815.000000000009,-1815.000000000009,0.0
2018-09-14,09:16:00,11449.5,15:25:00,15:25:00,11518.3,11518.3,1719.9999999999818,-1719.9999999999818,0.0
2018-09-17,09:16:00,11420.2,15:25:00,15:25:00,11372.0,11372.0,-1205.0000000000182,1205.0000000000182,0.0
2018-09-18,09:16:00,11382.2,15:03:00,15:25:00,11281.8,11277.0,-2510.0000000000364,2630.000000000018,119.99999999998181
2018-09-19,09:16:00,11311.0,15:25:00,15:25:00,11239.7,11239.7,-1782.4999999999818,1782.4999999999818,0.0
2018-09-21,09:16:00,11309.4,12:43:00,15:25:00,11203.3,11174.0,-2652.500000000009,3384.999999999991,732.4999999999818
2018-09-24,09:16:00,11104.6,12:10:00,15:25:00,11002.8,10961.3,-2545.0000000000273,3582.5000000000273,1037.5
2018-09-25,09:16:00,10948.0,15:25:00,15:02:00,11072.5,11057.2,3112.5,-2730.000000000018,382.4999999999818
2018-09-26,09:16:00,11116.4,11:33:00,15:25:00,11014.4,11046.2,-2550.0,1754.9999999999727,-795.0000000000273
2018-09-27,09:16:00,11051.6,15:25:00,15:25:00,10982.9,10982.9,-1717.5000000000182,1717.5000000000182,0.0
2018-09-28,09:16:00,11030.0,13:54:00,15:25:00,10924.8,10934.7,-2630.000000000018,2382.499999999982,-247.50000000003638
